ligne_ID,id_sortie,unique_hunter_ID,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,age_chasseur,type_de_la_sortie,mois,duree,distance_lieu_chasse_hr,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,type_chasse,periode_chasse,base_chasse,detail_base_chasse,depenses_totales,nombre_personnes,especes_chassees,succes,kg_tot,kg_rongeurs,kg_petitsongules,kg_ongulesmoyens,kg_grandsongules,kg_sangliers,kg_primates,kg_reptiles,kg_oiseaux,kg_autres,CPUE_duree,CPUE_duree_rongeurs,CPUE_duree_petitsongules,CPUE_duree_ongulesmoyens,CPUE_duree_grandsongules,CPUE_duree_sangliers,CPUE_duree_primates,CPUE_duree_reptiles,CPUE_duree_oiseaux,CPUE_duree_autres,CPUE_distance,CPUE_distance_rongeurs,CPUE_distance_petitsongules,CPUE_distance_ongulesmoyens,CPUE_distance_grandsongules,CPUE_distance_sangliers,CPUE_distance_primates,CPUE_distance_reptiles,CPUE_distance_oiseaux,CPUE_distance_autres
146,345,2_6,6,2,autre,secondaire,0,20,0.354,38,effectuee&declaree,12,0.5,2,pieges,arc&fleches_pieges,bosiki_bonsele,cable_nylons_mapasa,290,individuelle,les_deux,village,momokondo,20000,0,rongeurs,1,0.9,0.9,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,0.45,0.45,0,0,0,0,0,0,0,0
147,28,2_6,6,2,autre,secondaire,0,20,0.354,38,effectuee&declaree,6,5,3,fusil,fusil_arc&fleches,makula,,3,collective,les_deux,campement_permanent,,3000,2,singes,1,8,0,0,0,0,0,8,0,0,0,1.6,0,0,0,0,0,1.6,0,0,0,2.666666667,0,0,0,0,0,2.666666667,0,0,0
148,50,2_6,6,2,autre,secondaire,0,20,0.354,38,effectuee&declaree,7,0.5,1,pieges,pieges,,cable,40,individuelle,jour,campement_temporaire,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,30,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectuee&declaree,6,0.5,1,arc&fleches,arc&fleches,bonsele_bosiki,,3,individuelle,jour,campement_permanent,,0,1,autres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,167,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectuee&declaree,10,0.5,0.45,pieges,pieges_fusil,,mapasa_cable,146,individuelle,jour,autres,,23000,0,ongulesmoyens,1,18,0,0,18,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0
151,42,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectuee&declaree,7,0.5,1,pieges,pieges,,mapasa,1,individuelle,jour,campement_permanent,,0,0,rongeurs,1,2.5,2.5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0
152,242,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectuee&declaree,10,0.5,3,fusil,fusil,,,2,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,164,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectuee&declaree,9,0.5,0.45,pieges,pieges,,mapasa_cable,124,individuelle,jour,village,foret__proximit_des_anciens_jacheres_du_village,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,228,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectuee&declaree,10,0.5,1.3,pieges,pieges,,nylons_mapasa_cable,130,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,55,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectuee&declaree,7,1,15,arc&fleches,arc&fleches,bosiki_bonsele,,3,collective,nuit,campement_permanent,,1000,2,petitsongules,1,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0
156,75,2_7,7,2,protestant,secondaire,0,10,0.566,42,effectueeNONdeclaree,8,0.5,1,pieges,pieges,,cable,116,individuelle,jour,autres,,0,0,rongeurs,1,2.1,2.1,0,0,0,0,0,0,0,0,4.2,4.2,0,0,0,0,0,0,0,0,2.1,2.1,0,0,0,0,0,0,0,0
157,212,2_8,8,2,autre,secondaire,0,15,0.566,49,effectuee&declaree,10,0.5,0.5,fusil,fusil,,,1,individuelle,jour,village,ipope,8000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,208,2_8,8,2,autre,secondaire,0,15,0.566,49,effectuee&declaree,10,0.5,2,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_cable,56,individuelle,jour,village,ipope,30000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,77,2_8,8,2,autre,secondaire,0,15,0.566,49,effectueeNONdeclaree,8,1,0.45,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,autres,,0,4,petitsongules_ongulesmoyens,1,23,0,4,19,0,0,0,0,0,0,23,0,4,19,0,0,0,0,0,0,51.11111111,0,8.888888889,42.22222222,0,0,0,0,0,0
160,61,2_8,8,2,autre,secondaire,0,15,0.566,49,effectueeNONdeclaree,8,0.5,2,pieges,pieges,,mapasa_cable_nylon,50,individuelle,jour,village,,15000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,31,2_8,8,2,autre,secondaire,0,15,0.566,49,effectuee&declaree,6,0.5,2.5,arc&fleches,arc&fleches,bosiki_(2)_(bonsele),,0,individuelle,jour,campement_temporaire,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,58,2_8,8,2,autre,secondaire,0,15,0.566,49,effectueeNONdeclaree,8,0.5,2,pieges,pieges,,nylon,25,individuelle,jour,village,,10000,1,autres,1,25,0,0,0,0,25,0,0,0,0,50,0,0,0,0,50,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0
163,56,2_8,8,2,autre,secondaire,0,15,0.566,49,effectuee&declaree,7,1,8,arc&fleches,arc&fleches,bosiki_bonsele,,2,individuelle,nuit,campement_permanent,,1500,1,petitsongules,1,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0.625,0,0.625,0,0,0,0,0,0,0
164,210,2_9,9,2,protestant,secondaire,0,10,0.354,40,effectueeNONdeclaree,10,0.5,1,pieges,pieges,,nylon,25,individuelle,jour,village,ipope,10000,1,autres,1,15,0,0,0,0,15,0,0,0,0,30,0,0,0,0,30,0,0,0,0,15,0,0,0,0,15,0,0,0,0
165,453,2_9,9,2,protestant,secondaire,0,10,0.354,40,effectuee&declaree,1,0.5,2,pieges,arc&fleches_pieges,bosiki_bonsele,nylon,80,individuelle,les_deux,village,lopomi,10000,0,petitsongules,1,2.6,0,2.6,0,0,0,0,0,0,0,5.2,0,5.2,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0
166,557,3_1,1,3,protestant,primaire,1,15,0.354,40,effectueeNONdeclaree,4,0.5,2,fusil,fusil,,,0,individuelle,les_deux,village,lompole,20000,0,singes,1,5.2,0,0,0,0,0,5.2,0,0,0,10.4,0,0,0,0,0,10.4,0,0,0,2.6,0,0,0,0,0,2.6,0,0,0
167,540,3_1,1,3,protestant,primaire,1,15,0.354,40,effectueeNONdeclaree,3,0.5,1,pieges,pieges,,cable,50,individuelle,les_deux,village,lompole,0,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
168,590,3_1,1,3,protestant,primaire,1,15,0.354,40,effectueeNONdeclaree,5,0.5,1,pieges,pieges,,nylon,65,individuelle,les_deux,village,lompole,0,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
169,439,3_1,1,3,protestant,primaire,1,15,0.354,40,effectueeNONdeclaree,1,0.5,2,fusil,fusil,,,1,individuelle,les_deux,village,bekombo,8000,0,singes,1,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,1.5,0,0,0,0,0,0,0,0,1.5
170,466,3_1,1,3,protestant,primaire,1,15,0.354,40,effectueeNONdeclaree,2,0.5,3,arc&fleches,arc&fleches,makula,,4,individuelle,les_deux,village,lompole,0,0,grandsongules,1,15,0,0,15,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
171,599,3_10,10,3,protestant,primaire,1,30,0.283,50,effectueeNONdeclaree,5,1,2,autre,autre,,,1,individuelle,les_deux,village,mbungusani,0,0,autres,1,3.2,0,0,0,0,0,0,3.2,0,0,3.2,0,0,0,0,0,0,3.2,0,0,1.6,0,0,0,0,0,0,1.6,0,0
172,278,3_10,10,3,protestant,primaire,1,30,0.283,50,effectueeNONdeclaree,10,5,3,pieges,pieges,,cable,,individuelle,jour,campement_permanent,,0,0,ongulesmoyens,1,2.2,0,0,2.2,0,0,0,0,0,0,0.44,0,0,0.44,0,0,0,0,0,0,0.733333333,0,0,0.733333333,0,0,0,0,0,0
173,113,3_10,10,3,protestant,primaire,1,30,0.283,50,effectueeNONdeclaree,8,1,0.5,pieges,arc&fleches_pieges,bosiki,cable,,individuelle,jour,village,,0,1,ongulesmoyens,1,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0
174,609,3_11,11,3,protestant,primaire,1,12,0.354,33,effectueeNONdeclaree,5,0.5,0.75,pieges,pieges,,cable,52,individuelle,les_deux,village,lompole,0,0,rongeurs,1,1.4,1.4,0,0,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,1.866666667,1.866666667,0,0,0,0,0,0,0,0
175,121,3_11,11,3,protestant,primaire,1,12,0.354,33,effectueeNONdeclaree,8,1,1.5,pieges,pieges_arc&fleches,bosiki,nylon,,individuelle,les_deux,village,,1500,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
176,588,3_11,11,3,protestant,primaire,1,12,0.354,33,effectueeNONdeclaree,5,0.5,1,pieges,pieges,,cable,40,individuelle,les_deux,village,lompole,0,0,grandsongules,1,9,0,0,9,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0
177,555,3_11,11,3,protestant,primaire,1,12,0.354,33,effectueeNONdeclaree,4,0.5,3,arc&fleches,arc&fleches,makula,,2,individuelle,les_deux,village,lompole,0,0,petitsongules,1,3.5,0,3.5,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,1.166666667,0,1.166666667,0,0,0,0,0,0,0
178,365,3_11,11,3,protestant,primaire,1,12,0.354,33,planifiee,11,1,2,pieges,pieges,,nylon,0,individuelle,jour,village,idweyoto,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,352,3_11,11,3,protestant,primaire,1,12,0.354,33,effectueeNONdeclaree,11,1,2,pieges,pieges,,nylon,1,individuelle,jour,village,idueyoto,0,0,autres,1,1.2,0,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0.6,0,0,0,0,0,0,0.6,0,0
180,589,3_12,12,3,protestant,primaire,1,10,0.329,38,effectueeNONdeclaree,5,0.5,0.75,pieges,pieges,,cable,30,individuelle,les_deux,village,lompole,0,0,rongeurs,1,0.4,0.4,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0.533333333,0.533333333,0,0,0,0,0,0,0,0
181,608,3_12,12,3,protestant,primaire,1,10,0.329,38,effectueeNONdeclaree,5,0.5,1,pieges,pieges,,cable,65,individuelle,les_deux,village,lompole,0,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
182,122,3_12,12,3,protestant,primaire,1,10,0.329,38,effectueeNONdeclaree,8,1,0.5,pieges,arc&fleches_pieges,bonsele_bosiki,nylon,,individuelle,jour,village,isasamba,0,0,petitsongules_oiseaux,1,2.4,0,1,0,0,0,0,0,1.4,0,2.4,0,1,0,0,0,0,0,1.4,0,4.8,0,2,0,0,0,0,0,2.8,0
183,131,3_12,12,3,protestant,primaire,1,10,0.329,38,effectuee&declaree,9,1,2,arc&fleches,arc&fleches,bosiki,,2,individuelle,jour,village,iyaka,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,560,3_12,12,3,protestant,primaire,1,10,0.329,38,effectueeNONdeclaree,4,0.5,2,pieges,pieges,,cable,45,individuelle,les_deux,village,lompole,0,0,petitsongules,1,3.5,0,3.5,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0,0,0,0,0
185,271,3_12,12,3,protestant,primaire,1,10,0.329,38,effectueeNONdeclaree,10,1,3,pieges,pieges,,nylon,1,individuelle,jour,campement_temporaire,,0,0,grandsongules,1,14,0,0,14,0,0,0,0,0,0,14,0,0,14,0,0,0,0,0,0,4.666666667,0,0,4.666666667,0,0,0,0,0,0
186,98,3_13,13,3,protestant,primaire,1,2,0.354,28,effectueeNONdeclaree,8,1,0.5,pieges,pieges,,nylon,,individuelle,jour,village,isasamba,0,0,ongulesmoyens,1,10,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0
187,114,3_13,13,3,protestant,primaire,1,2,0.354,28,effectueeNONdeclaree,8,1,1,pieges,pieges,,cable,,individuelle,jour,village,,0,0,ongulesmoyens,1,19,0,0,19,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0
188,521,3_13,13,3,protestant,primaire,1,2,0.354,28,effectueeNONdeclaree,3,0.5,1,fusil,fusil,,,,individuelle,les_deux,village,lompole,10000,0,singes,1,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2
189,315,3_14,14,3,autre,secondaire,1,16,0.354,28,planifiee,10,1,0.6,arc&fleches,arc&fleches,makula,,3,collective,nuit,village,bepili_pili,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,520,3_14,14,3,autre,secondaire,1,16,0.354,28,effectueeNONdeclaree,3,1,2,chiens,chiens,,,7,collective,les_deux,village,lompole,0,3,grandsongules,1,15,0,0,15,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,7.5,0,0,7.5,0,0,0,0,0,0
191,471,3_14,14,3,autre,secondaire,1,16,0.354,28,effectueeNONdeclaree,2,0.5,1.5,pieges,pieges,,cable,25,individuelle,les_deux,village,bekombo,0,0,rongeurs,1,0.6,0.6,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0
192,276,3_14,14,3,autre,secondaire,1,16,0.354,28,effectueeNONdeclaree,10,1,1,arc&fleches,arc&fleches,bosiki,,1,individuelle,nuit,village,mbela,0,1,petitsongules,1,2.4,0,2.4,0,0,0,0,0,0,0,2.4,0,2.4,0,0,0,0,0,0,0,2.4,0,2.4,0,0,0,0,0,0,0
193,556,3_14,14,3,autre,secondaire,1,16,0.354,28,effectueeNONdeclaree,4,1,2,arc&fleches,arc&fleches,makula,,2,individuelle,les_deux,village,lompole,0,1,petitsongules,1,4.5,0,4.5,0,0,0,0,0,0,0,4.5,0,4.5,0,0,0,0,0,0,0,2.25,0,2.25,0,0,0,0,0,0,0
194,183,3_14,14,3,autre,secondaire,1,16,0.354,28,planifiee,9,5,1,arc&fleches,arc&fleches,bosiki,,4,collective,les_deux,campement_temporaire,,0,10,,1,1.5,0,1.5,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,0,0
195,502,3_14,14,3,autre,secondaire,1,16,0.354,28,effectueeNONdeclaree,1,1,2,arc&fleches,arc&fleches,makula,,4,collective,les_deux,village,lompole,0,2,ongulesmoyens,1,12,0,0,12,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0
196,412,3_16,16,3,autre,primaire,1,35,0.354,43,effectueeNONdeclaree,12,1,2,arc&fleches,arc&fleches,bosiki,,0,individuelle,nuit,village,longankopo,0,0,ongulesmoyens,1,19,0,0,19,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,9.5,0,0,9.5,0,0,0,0,0,0
197,541,3_16,16,3,autre,primaire,1,35,0.354,43,effectueeNONdeclaree,3,0.5,0.5,arc&fleches,arc&fleches,bosiki,,2,individuelle,les_deux,village,lompole,0,0,rongeurs,1,2.5,2.5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
198,467,3_16,16,3,autre,primaire,1,35,0.354,43,effectueeNONdeclaree,2,0.5,2,fusil,fusil,,,1,individuelle,les_deux,village,lompole,0,0,singes,1,6.5,0,0,0,0,0,6.5,0,0,0,13,0,0,0,0,0,13,0,0,0,3.25,0,0,0,0,0,3.25,0,0,0
199,347,3_16,16,3,autre,primaire,1,35,0.354,43,planifiee,11,1,1,fusil,fusil,,,1,individuelle,nuit,village,bapake,0,0,,1,13.6,0,1.6,12,0,0,0,0,0,0,13.6,0,1.6,12,0,0,0,0,0,0,13.6,0,1.6,12,0,0,0,0,0,0
200,116,3_16,16,3,autre,primaire,1,35,0.354,43,effectueeNONdeclaree,7,1,1.5,autre,autre,,,,collective,jour,village,bokapo,0,4,autres,1,45,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,45,0,0,30,0,0,0,0,0,0,30,0,0
201,358,3_16,16,3,autre,primaire,1,35,0.354,43,planifiee,11,1,0.75,fusil,fusil,,,1,individuelle,nuit,village,mongele,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,585,3_16,16,3,autre,primaire,1,35,0.354,43,effectueeNONdeclaree,5,0.5,1,pieges,pieges,,cable,50,individuelle,les_deux,village,lompole,0,0,autres,1,1.2,0,0,0,0,0,0,1.2,0,0,2.4,0,0,0,0,0,0,2.4,0,0,1.2,0,0,0,0,0,0,1.2,0,0
203,473,3_18,18,3,autre,secondaire,1,4,0.354,,effectueeNONdeclaree,2,0.5,0.5,pieges,pieges,,cable,100,individuelle,les_deux,village,kwanga,0,0,singes,1,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10
204,130,3_18,18,3,autre,secondaire,1,4,0.354,,effectuee&declaree,9,1,2,arc&fleches,arc&fleches,bosiki,,,individuelle,jour,village,lome,0,0,petitsongules,1,9.2,0,9.2,0,0,0,0,0,0,0,9.2,0,9.2,0,0,0,0,0,0,0,4.6,0,4.6,0,0,0,0,0,0,0
205,137,3_18,18,3,autre,secondaire,1,4,0.354,,effectueeNONdeclaree,9,1,2,pieges,pieges,,nylon,,individuelle,jour,village,bokapo,0,0,petitsongules_rongeurs,1,10.5,4,6.5,0,0,0,0,0,0,0,10.5,4,6.5,0,0,0,0,0,0,0,5.25,2,3.25,0,0,0,0,0,0,0
206,506,3_19,19,3,autre,secondaire,1,8,0.354,,effectueeNONdeclaree,1,0.5,0.5,pieges,pieges,,cable,70,individuelle,les_deux,village,lompole,0,0,rongeurs,1,3.5,3.5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
207,136,3_19,19,3,autre,secondaire,1,8,0.354,,planifiee,9,1,2,pieges,pieges,,nylon,,individuelle,jour,autres,,0,1,,1,2.8,2.8,0,0,0,0,0,0,0,0,2.8,2.8,0,0,0,0,0,0,0,0,1.4,1.4,0,0,0,0,0,0,0,0
208,417,3_19,19,3,autre,secondaire,1,8,0.354,,planifiee,11,1,2.5,pieges,pieges,,nylon,1,individuelle,jour,village,lome,0,0,,1,1.2,0,0,0,0,0,0,1.2,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0.48,0,0,0,0,0,0,0.48,0,0
209,281,3_19,19,3,autre,secondaire,1,8,0.354,,effectuee&declaree,10,1,2.5,pieges,pieges,,cable,,individuelle,jour,village,lome,0,0,petitsongules,1,4.2,0,4.2,0,0,0,0,0,0,0,4.2,0,4.2,0,0,0,0,0,0,0,1.68,0,1.68,0,0,0,0,0,0,0
210,313,3_2,2,3,protestant,secondaire,1,12,0.354,,effectuee&declaree,10,1,0.75,arc&fleches,arc&fleches,bosiki,,2,collective,nuit,village,manga,0,5,petitsongules,1,11,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,14.66666667,0,14.66666667,0,0,0,0,0,0,0
211,346,3_2,2,3,protestant,secondaire,1,12,0.354,,planifiee,11,1,0.75,arc&fleches,arc&fleches,bosiki,,1,individuelle,nuit,village,ekoko,0,1,,1,1.4,0,1.4,0,0,0,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,1.866666667,0,1.866666667,0,0,0,0,0,0,0
212,416,3_2,2,3,protestant,secondaire,1,12,0.354,,planifiee,12,1,0.75,arc&fleches,arc&fleches_autre,bosiki,,3,collective,nuit,village,,0,8,,1,11.93,0,11.93,0,0,0,0,0,0,0,11.93,0,11.93,0,0,0,0,0,0,0,15.90666667,0,15.90666667,0,0,0,0,0,0,0
213,191,3_2,2,3,protestant,secondaire,1,12,0.354,,planifiee,10,1,0.4,pieges,pieges,,nylon,,individuelle,jour,village,manga,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,415,3_20,20,3,autre,secondaire,1,8,0.354,24,planifiee,12,1,0.5,fusil,fusil,,,0,individuelle,jour,village,boma,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,603,3_20,20,3,autre,secondaire,1,8,0.354,24,effectueeNONdeclaree,5,0.5,1,arc&fleches,arc&fleches,makula,,3,individuelle,les_deux,village,mbungusani,0,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
216,354,3_20,20,3,autre,secondaire,1,8,0.354,24,effectueeNONdeclaree,11,1,2,pieges,pieges,,nylon,1,individuelle,jour,village,lome,0,0,grandsongules,1,9,0,0,9,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,4.5,0,0,4.5,0,0,0,0,0,0
217,127,3_21,21,3,autre,secondaire,1,5,0.354,,effectueeNONdeclaree,9,1,1,fusil,arc&fleches_fusil,bosiki,,2,individuelle,nuit,village,idueyoto,6500,1,petitsongules_ongulesmoyens_singes,1,32,0,6,22,0,0,4,0,0,0,32,0,6,22,0,0,4,0,0,0,32,0,6,22,0,0,4,0,0,0
218,282,3_21,21,3,autre,secondaire,1,5,0.354,,effectueeNONdeclaree,10,1,2,fusil,fusil,,,,individuelle,jour,village,betele,0,0,singes,1,12,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,6,0,0,0
219,361,3_21,21,3,autre,secondaire,1,5,0.354,,effectueeNONdeclaree,11,1,1.5,fusil,fusil,,,1,individuelle,jour,village,manga,0,0,singes,1,13,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,13,0,0,0,8.666666667,0,0,0,0,0,8.666666667,0,0,0
220,128,3_22,22,3,protestant,primaire,1,31,0.354,,effectueeNONdeclaree,9,1,1.5,arc&fleches,arc&fleches,bosiki,,2,individuelle,nuit,village,nkatu,1500,0,singes,1,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0
221,277,3_22,22,3,protestant,primaire,1,31,0.354,,effectuee&declaree,10,1,2,arc&fleches,arc&fleches,bosiki,,3,individuelle,nuit,village,lolou,0,0,singes,1,0.4,0,0,0,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0,0,0.2,0,0,0
222,554,3_22,22,3,protestant,primaire,1,31,0.354,,effectueeNONdeclaree,4,0.5,1,autre,autre,,,1,individuelle,les_deux,village,lompole,0,0,autres,1,1.1,0,0,0,0,0,0,1.1,0,0,2.2,0,0,0,0,0,0,2.2,0,0,1.1,0,0,0,0,0,0,1.1,0,0
223,522,3_22,22,3,protestant,primaire,1,31,0.354,,effectueeNONdeclaree,3,0.5,1,pieges,pieges,,cable,70,individuelle,les_deux,village,seul,0,0,rongeurs,1,0.3,0.3,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0
224,274,3_22,22,3,protestant,primaire,1,31,0.354,,effectuee&declaree,10,1,2,arc&fleches,arc&fleches,bosiki,,2,individuelle,nuit,village,lolou,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,314,3_23,23,3,autre,secondaire,1,8,0.354,23,planifiee,10,1,1,arc&fleches,arc&fleches,bosiki,,3,individuelle,nuit,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,348,3_24,24,3,autre,secondaire,1,13,0.354,26,effectueeNONdeclaree,11,2,3,pieges,arc&fleches_pieges,bosiki,nylon,4,collective,nuit,campement_temporaire,,0,3,petitsongules_ongulesmoyens_rongeurs_autres,1,21.2,0.4,8.8,5,0,0,0,7,0,0,10.6,0.2,4.4,2.5,0,0,0,3.5,0,0,7.066666667,0.133333333,2.933333333,1.666666667,0,0,0,2.333333333,0,0
227,503,3_24,24,3,autre,secondaire,1,13,0.354,26,effectuee&declaree,1,1,2,arc&fleches,arc&fleches,makula,,5,collective,les_deux,village,lompole,0,2,ongulesmoyens,1,31,0,0,31,0,0,0,0,0,0,31,0,0,31,0,0,0,0,0,0,15.5,0,0,15.5,0,0,0,0,0,0
228,559,3_24,24,3,autre,secondaire,1,13,0.354,26,effectueeNONdeclaree,4,0.5,3,arc&fleches,arc&fleches,makula,,2,individuelle,les_deux,village,lompole,0,0,petitsongules,1,3.2,0,3.2,0,0,0,0,0,0,0,6.4,0,6.4,0,0,0,0,0,0,0,1.066666667,0,1.066666667,0,0,0,0,0,0,0
229,275,3_24,24,3,autre,secondaire,1,13,0.354,26,effectueeNONdeclaree,10,1,1,arc&fleches,arc&fleches,bosiki,,1,individuelle,nuit,village,mbela,0,1,autres,1,0.35,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0.35
230,357,3_24,24,3,autre,secondaire,1,13,0.354,26,planifiee,11,1,0.75,arc&fleches,arc&fleches,bosiki,,2,individuelle,nuit,village,ekoko,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
