ligne_ID,id_sortie,unique_hunter_ID,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,age_chasseur,type_de_la_sortie,mois,duree,distance_lieu_chasse_hr,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,type_chasse,periode_chasse,base_chasse,detail_base_chasse,depenses_totales,nombre_personnes,especes_chassees,succes,kg_tot,kg_rongeurs,kg_petitsongules,kg_ongulesmoyens,kg_grandsongules,kg_sangliers,kg_primates,kg_reptiles,kg_oiseaux,kg_autres,CPUE_duree,CPUE_duree_rongeurs,CPUE_duree_petitsongules,CPUE_duree_ongulesmoyens,CPUE_duree_grandsongules,CPUE_duree_sangliers,CPUE_duree_primates,CPUE_duree_reptiles,CPUE_duree_oiseaux,CPUE_duree_autres,CPUE_distance,CPUE_distance_rongeurs,CPUE_distance_petitsongules,CPUE_distance_ongulesmoyens,CPUE_distance_grandsongules,CPUE_distance_sangliers,CPUE_distance_primates,CPUE_distance_reptiles,CPUE_distance_oiseaux,CPUE_distance_autres
399,600,5_19,19,5,autre,secondaire,0,11,0.354,,effectueeNONdeclaree,4,0.5,1,pieges,pieges,,cable,30,individuelle,les_deux,village,mbungusani,0,0,autres,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0
400,431,5_19,19,5,autre,secondaire,0,11,0.354,,effectueeNONdeclaree,12,2,3,pieges,pieges,,nylon,50,individuelle,les_deux,village,mbungusani,0,0,rongeurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,18,5_2,2,5,protestant,primaire,1,6,0.354,31,effectuee&declaree,7,1,0.4,fusil,fusil_arc&fleches,bosiki,,3,collective,nuit,village,lolou,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,103,5_2,2,5,protestant,primaire,1,6,0.354,31,effectueeNONdeclaree,7,1,1.5,arc&fleches,arc&fleches,makula,,2,individuelle,nuit,village,nzela_ya_landu,0,0,ongulesmoyens,1,19,0,0,19,0,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,12.66666667,0,0,12.66666667,0,0,0,0,0,0
403,2,5_2,2,5,protestant,primaire,1,6,0.354,31,effectuee&declaree,6,1,1,fusil,arc&fleches_fusil,bosiki,,3,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,20,5_2,2,5,protestant,primaire,1,6,0.354,31,effectueeNONdeclaree,7,1,1,arc&fleches,arc&fleches,5,,,collective,nuit,village,,0,7,petitsongules_ongulesmoyens,1,35,0,15,20,0,0,0,0,0,0,35,0,15,20,0,0,0,0,0,0,35,0,15,20,0,0,0,0,0,0
405,16,5_2,2,5,protestant,primaire,1,6,0.354,31,effectuee&declaree,7,1,1,fusil,arc&fleches_fusil,bosiki,,2,individuelle,nuit,village,nkulupa_yatongo,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,388,5_2,2,5,protestant,primaire,1,6,0.354,31,planifiee,11,1,0.6,arc&fleches,arc&fleches,bosiki,,0,individuelle,nuit,village,bomba,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,123,5_2,2,5,protestant,primaire,1,6,0.354,31,effectueeNONdeclaree,7,1,2,arc&fleches,arc&fleches,2,,,collective,nuit,village,topanzo,0,5,petitsongules,1,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
408,542,5_20,20,5,protestant,secondaire,1,22,0.354,25,effectueeNONdeclaree,2,1,2,arc&fleches,arc&fleches,makula,,2,collective,les_deux,village,mbungusani,0,2,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
409,492,5_20,20,5,protestant,secondaire,1,22,0.354,25,effectueeNONdeclaree,1,0.5,1,pieges,pieges,,nylon,80,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,2.6,2.6,0,0,0,0,0,0,0,0,5.2,5.2,0,0,0,0,0,0,0,0,2.6,2.6,0,0,0,0,0,0,0,0
410,487,5_20,20,5,protestant,secondaire,1,22,0.354,25,effectueeNONdeclaree,1,0.5,0.5,pieges,pieges,,nylon,13,individuelle,jour,village,mbungusani,0,0,rongeurs,1,1.8,1.8,0,0,0,0,0,0,0,0,3.6,3.6,0,0,0,0,0,0,0,0,3.6,3.6,0,0,0,0,0,0,0,0
411,187,5_20,20,5,protestant,secondaire,1,22,0.354,25,effectueeNONdeclaree,9,1,2,fusil,fusil,,,1,individuelle,jour,village,,0,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,0,0
412,577,5_20,20,5,protestant,secondaire,1,22,0.354,25,effectueeNONdeclaree,3,1,1,pieges,pieges,,cable,70,individuelle,les_deux,village,mbungusani,0,0,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
413,265,5_20,20,5,protestant,secondaire,1,22,0.354,25,effectuee&declaree,10,1,2.5,fusil,arc&fleches_fusil,bosiki,,2,individuelle,nuit,village,bokwakinda,0,1,petitsongules,1,1.8,0,1.8,0,0,0,0,0,0,0,1.8,0,1.8,0,0,0,0,0,0,0,0.72,0,0.72,0,0,0,0,0,0,0
414,149,5_21,21,5,autre,primaire,1,13,0.354,31,effectuee&declaree,9,1,1,fusil,arc&fleches_fusil,bosiki,,2,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,307,5_21,21,5,autre,primaire,1,13,0.354,31,planifiee,10,4,2,fusil,fusil,,,2,individuelle,nuit,campement_permanent,,10000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,308,5_21,21,5,autre,primaire,1,13,0.354,31,effectueeNONdeclaree,10,1,3,fusil,fusil_arc&fleches,bosiki,,3,individuelle,nuit,village,besamba,5000,1,ongulesmoyens,1,13,0,0,13,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,4.333333333,0,0,4.333333333,0,0,0,0,0,0
417,316,5_21,21,5,autre,primaire,1,13,0.354,31,effectuee&declaree,10,0.5,0.2,pieges,pieges,,cable_nylon,,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,312,5_21,21,5,autre,primaire,1,13,0.354,31,effectueeNONdeclaree,10,3,2,fusil,fusil,,,11,individuelle,les_deux,campement_temporaire,,0,0,grandsongules_singes,1,20,0,0,0,8,0,12,0,0,0,6.666666667,0,0,0,2.666666667,0,4,0,0,0,10,0,0,0,4,0,6,0,0,0
419,573,5_21,21,5,autre,primaire,1,13,0.354,31,effectueeNONdeclaree,3,3,2,filet,filets,,,7,collective,les_deux,campement_permanent,,0,2,autres,1,2.9,0,0,0,0,0,0,2.9,0,0,0.966666667,0,0,0,0,0,0,0.966666667,0,0,1.45,0,0,0,0,0,0,1.45,0,0
420,201,5_21,21,5,autre,primaire,1,13,0.354,31,effectueeNONdeclaree,10,1,2,fusil,fusil,,,1,individuelle,les_deux,campement_permanent,,0,0,singes,1,33,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,33,0,0,0,16.5,0,0,0,0,0,16.5,0,0,0
421,576,5_22,22,5,autre,aucune,1,10,0.354,,effectueeNONdeclaree,3,1,1,autre,autre,,,2,individuelle,les_deux,village,mbungusani,0,0,autres,1,1.8,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,1.8
422,547,5_23,23,5,protestant,secondaire,1,3,0.354,25,effectueeNONdeclaree,2,0.5,0.5,autre,autre,,,2,individuelle,jour,village,mbungusani,0,0,singes,1,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10
423,377,5_23,23,5,protestant,secondaire,1,3,0.354,25,planifiee,11,1,1,pieges,pieges,,nylon,0,individuelle,jour,village,mpasi_epomi,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,511,5_24,24,5,catholique,primaire,1,2,0.354,,effectueeNONdeclaree,1,0.5,2,arc&fleches,arc&fleches,makula,,4,individuelle,les_deux,village,mbungusani,0,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,0,0
425,511,5_24,24,5,autre,secondaire,1,26,0.354,,effectueeNONdeclaree,1,0.5,2,arc&fleches,arc&fleches,makula,,4,individuelle,les_deux,village,mbungusani,0,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,0,0
426,389,5_24,24,5,catholique,primaire,1,2,0.354,,effectueeNONdeclaree,12,1,2,fusil,fusil,,,1,individuelle,jour,village,bolaokanga,15000,1,singes,1,7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,3.5,0,0,0,0,0,3.5,0,0,0
427,389,5_24,24,5,autre,secondaire,1,26,0.354,,effectueeNONdeclaree,12,1,2,fusil,fusil,,,1,individuelle,jour,village,bolaokanga,15000,1,singes,1,7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,0,0,3.5,0,0,0,0,0,3.5,0,0,0
428,496,5_24,24,5,catholique,primaire,1,2,0.354,,effectueeNONdeclaree,1,0.5,1,fusil,fusil,,,0,individuelle,les_deux,village,mbungusani,0,0,petitsongules,1,38,0,38,0,0,0,0,0,0,0,76,0,76,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0
429,496,5_24,24,5,autre,secondaire,1,26,0.354,,effectueeNONdeclaree,1,0.5,1,fusil,fusil,,,0,individuelle,les_deux,village,mbungusani,0,0,petitsongules,1,38,0,38,0,0,0,0,0,0,0,76,0,76,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0
430,571,5_24,24,5,catholique,primaire,1,2,0.354,,effectueeNONdeclaree,3,2,2,filet,filets,,,0,individuelle,les_deux,village,seul,0,0,autres,1,6,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0
431,571,5_24,24,5,autre,secondaire,1,26,0.354,,effectueeNONdeclaree,3,2,2,filet,filets,,,0,individuelle,les_deux,village,seul,0,0,autres,1,6,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0
432,498,5_27,27,5,protestant,primaire,1,35,0.354,32,effectuee&declaree,1,1,1,fusil,fusil,,,1,individuelle,les_deux,village,mbungusani,19000,0,grandsongules,1,15,0,0,15,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0
433,497,5_27,27,5,protestant,primaire,1,35,0.354,32,effectuee&declaree,1,1,1,fusil,fusil,,,1,individuelle,les_deux,village,mbungusani,20000,0,petitsongules,1,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
434,7,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectueeNONdeclaree,6,6,2.5,pieges,filets_pieges,,ndobo,,individuelle,jour,campement_permanent,,0,0,autres,1,7.3,0,0,0,0,0,0,7.3,0,0,1.216666667,0,0,0,0,0,0,1.216666667,0,0,2.92,0,0,0,0,0,0,2.92,0,0
435,544,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectueeNONdeclaree,2,0.5,2,pieges,pieges,,cable,35,individuelle,les_deux,village,mbungusani,0,0,grandsongules,1,15,0,0,15,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,7.5,0,0,7.5,0,0,0,0,0,0
436,125,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectuee&declaree,7,1,2,arc&fleches,arc&fleches,makula,,5,collective,nuit,village,bokanga,0,5,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
437,118,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectuee&declaree,7,1,1,fusil,fusil,,,1,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,3,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectuee&declaree,6,1,1,fusil,fusil,,,1,individuelle,jour,village,ampantondo,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,419,5_3,3,5,protestant,secondaire,1,50,0.354,67,planifiee,11,1,0.75,pieges,autre_pieges,,nylon,0,individuelle,jour,village,mayankawo,0,0,,1,16,0,0,16,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,21.33333333,0,0,21.33333333,0,0,0,0,0,0
440,397,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectueeNONdeclaree,12,3,1,arc&fleches,arc&fleches,bosiki,,3,collective,nuit,campement_temporaire,,0,3,petitsongules_grandsongules,1,4.2,0,3.6,0.6,0,0,0,0,0,0,1.4,0,1.2,0.2,0,0,0,0,0,0,4.2,0,3.6,0.6,0,0,0,0,0,0
441,304,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectuee&declaree,10,0.5,1,fusil,fusil,,,1,individuelle,jour,village,mayankawo,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,381,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectueeNONdeclaree,11,1,0.75,pieges,pieges,,nylon,1,individuelle,jour,village,mayankawo,0,0,rongeurs,1,1.8,1.8,0,0,0,0,0,0,0,0,1.8,1.8,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0
443,379,5_3,3,5,protestant,secondaire,1,50,0.354,67,effectueeNONdeclaree,11,1,0.75,pieges,pieges,,nylon,1,individuelle,jour,village,mayankawo,0,0,petitsongules,1,0.8,0,0.8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,1.066666667,0,1.066666667,0,0,0,0,0,0,0
444,378,5_4,4,5,autre,primaire,1,38,0.283,53,planifiee,11,1,1.75,pieges,pieges,,cable,2,individuelle,jour,village,lilo,0,0,,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.571428571,0.571428571,0,0,0,0,0,0,0,0
445,494,5_4,4,5,autre,primaire,1,38,0.283,53,effectueeNONdeclaree,1,0.5,0.75,pieges,pieges,,nylon,58,individuelle,les_deux,village,mbungusani,0,0,rongeurs,1,0.2,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.266666667,0.266666667,0,0,0,0,0,0,0,0
446,301,5_4,4,5,autre,primaire,1,38,0.283,53,effectuee&declaree,10,0.5,1,fusil,fusil,,,1,individuelle,jour,village,mayankawo,0,1,singes,1,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0
447,430,5_4,4,5,autre,primaire,1,38,0.283,53,effectuee&declaree,12,0.5,2,pieges,pieges,,cable,55,individuelle,les_deux,village,mbungusani,0,0,grandsongules,1,22,2,0,20,0,0,0,0,0,0,44,4,0,40,0,0,0,0,0,0,11,1,0,10,0,0,0,0,0,0
448,490,5_4,4,5,autre,primaire,1,38,0.283,53,effectuee&declaree,1,1,2,arc&fleches,arc&fleches,makula,,5,individuelle,les_deux,village,mbungusani,0,0,petitsongules,1,3.5,0,3.5,0,0,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0,0,0,0,0
449,13,5_4,4,5,autre,primaire,1,38,0.283,53,effectueeNONdeclaree,7,1,2,pieges,pieges_arc&fleches_fusil,bosiki,cable,,collective,jour,village,mpumba,20000,2,sangliers,1,68,0,0,0,0,68,0,0,0,0,68,0,0,0,0,68,0,0,0,0,34,0,0,0,0,34,0,0,0,0
450,4,5_4,4,5,autre,primaire,1,38,0.283,53,planifiee,6,1,1.5,pieges,pieges,,botela,180,individuelle,jour,village,mayankawo,0,0,,1,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0.4
451,428,5_4,4,5,autre,primaire,1,38,0.283,53,effectueeNONdeclaree,12,1,2.5,fusil,fusil,,,1,individuelle,les_deux,village,mbungusani,10500,0,singes,1,11.5,0,0,0,0,0,11.5,0,0,0,11.5,0,0,0,0,0,11.5,0,0,0,4.6,0,0,0,0,0,4.6,0,0,0
452,126,5_5,5,5,autre,primaire,1,18,0.99,46,effectuee&declaree,7,1,2,arc&fleches,arc&fleches,makula,,,collective,nuit,village,bokanga,0,5,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
453,424,5_5,5,5,autre,primaire,1,18,0.99,46,effectuee&declaree,12,0.5,2,pieges,pieges,,cable,150,individuelle,les_deux,village,mbungusani,0,0,singes,1,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,1.5,0,0,0,0,0,0,0,0,1.5
454,17,5_5,5,5,autre,primaire,1,18,0.99,46,effectuee&declaree,7,1,0.4,arc&fleches,arc&fleches,bosiki,,3,collective,nuit,village,lolou,1500,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,124,5_5,5,5,autre,primaire,1,18,0.99,46,effectuee&declaree,7,1,2,arc&fleches,arc&fleches,5,,,collective,nuit,village,topanzo,0,5,petitsongules,1,2.5,0,2.5,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,1.25,0,1.25,0,0,0,0,0,0,0
456,423,5_5,5,5,autre,primaire,1,18,0.99,46,effectuee&declaree,12,0.5,2,fusil,fusil,,,2,individuelle,les_deux,village,mbungusani,8500,0,singes,1,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,1.5,0,0,0,0,0,0,0,0,1.5
457,107,5_6,6,5,autre,secondaire,1,18,0.354,31,effectueeNONdeclaree,1,0.5,0.5,pieges,pieges_arc&fleches,makula,cable_nylon,,individuelle,jour,village,,0,0,ongulesmoyens,1,4.4,0,0,1.8,2.6,0,0,0,0,0,8.8,0,0,3.6,5.2,0,0,0,0,0,8.8,0,0,3.6,5.2,0,0,0,0,0
458,156,5_6,6,5,autre,secondaire,1,18,0.354,31,effectuee&declaree,9,1,1,pieges,pieges_autre,,cable,,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,601,5_6,6,5,autre,secondaire,1,18,0.354,31,effectueeNONdeclaree,4,0.5,1,autre,autre,,,2,individuelle,les_deux,village,mbungusani,0,0,autres,1,1.5,0,0,0,0,0,0,1.5,0,0,3,0,0,0,0,0,0,3,0,0,1.5,0,0,0,0,0,0,1.5,0,0
460,15,5_6,6,5,autre,secondaire,1,18,0.354,31,effectuee&declaree,7,1,1,pieges,pieges_arc&fleches,bosiki,cable,,individuelle,jour,village,mbendembende,0,0,autres,1,26,0,0,26,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0,26,0,0,26,0,0,0,0,0,0
461,384,5_6,6,5,autre,secondaire,1,18,0.354,31,planifiee,11,1,1,arc&fleches,arc&fleches,bosiki,,0,individuelle,jour,village,mayankawo,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,546,5_6,6,5,autre,secondaire,1,18,0.354,31,effectueeNONdeclaree,2,0.5,3,pieges,pieges,,cable,45,individuelle,les_deux,village,mbungusani,0,0,grandsongules,1,26,0,0,26,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,8.666666667,0,0,8.666666667,0,0,0,0,0,0
463,157,5_6,6,5,autre,secondaire,1,18,0.354,31,effectuee&declaree,9,1,1,pieges,pieges_autre,,cable,,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,269,5_7,7,5,autre,secondaire,1,21,0.354,29,effectuee&declaree,10,0.5,0.2,pieges,pieges,,cable,,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,10,5_7,7,5,autre,secondaire,1,21,0.354,29,effectueeNONdeclaree,6,4,1,arc&fleches,arc&fleches,bosiki,,3,individuelle,nuit,village,bolaokanga,16500,0,petitsongules,1,1.6,0,1.6,0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,1.6,0,1.6,0,0,0,0,0,0,0
466,21,5_7,7,5,autre,secondaire,1,21,0.354,29,planifiee,7,1,2,pieges,arc&fleches_pieges,,cable,,individuelle,jour,village,longankopo,1000,0,,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
467,413,5_7,7,5,autre,secondaire,1,21,0.354,29,planifiee,12,1,2,pieges,pieges_arc&fleches,bosiki,nylon,0,collective,nuit,village,bolaokanga,0,4,,1,21.2,0,3.4,17.8,0,0,0,0,0,0,21.2,0,3.4,17.8,0,0,0,0,0,0,10.6,0,1.7,8.9,0,0,0,0,0,0
468,570,5_7,7,5,autre,secondaire,1,21,0.354,29,effectueeNONdeclaree,3,1,1,fusil,fusil_autre,,,1,individuelle,les_deux,village,mbungusani,0,0,singes,1,5,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,4,1,0,0,5,0,0,0,0,0,4,1,0,0
469,596,5_8,8,5,autre,secondaire,1,18,0.354,29,effectueeNONdeclaree,4,0.5,0.5,autre,autre,,,1,individuelle,les_deux,village,mbungusani,0,0,autres,1,0.4,0,0,0,0,0,0,0.4,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,0,0.8,0,0
470,14,5_8,8,5,autre,secondaire,1,18,0.354,29,effectuee&declaree,7,1,2.5,pieges,arc&fleches_pieges,bosiki,cable,,individuelle,jour,village,topanzo,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,574,5_8,8,5,autre,secondaire,1,18,0.354,29,effectueeNONdeclaree,3,2,2,filet,filets,,,5,collective,les_deux,campement_permanent,,0,2,autres,1,2.8,0,0,0,0,0,0,2.8,0,0,1.4,0,0,0,0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,1.4,0,0
472,175,6_1,1,6,protestant,universite,0,30,0.354,57,effectuee&declaree,9,1,1,fusil,fusil,,,1,individuelle,les_deux,village,nganda,15000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,175,6_1,1,6,protestant,universite,0,25,0.354,57,effectuee&declaree,9,1,1,fusil,fusil,,,1,individuelle,les_deux,village,nganda,15000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,171,6_1,1,6,protestant,universite,0,30,0.354,57,effectuee&declaree,9,0.5,1,fusil,fusil_arc&fleches,bosiki_bonseke_bota_calibre_local,,1,collective,les_deux,village,nganda,308000,3,singes,1,4.5,0,0,0,0,0,4.5,0,0,0,9,0,0,0,0,0,9,0,0,0,4.5,0,0,0,0,0,4.5,0,0,0
475,171,6_1,1,6,protestant,universite,0,25,0.354,57,effectuee&declaree,9,0.5,1,fusil,fusil_arc&fleches,bosiki_bonseke_bota_calibre_local,,1,collective,les_deux,village,nganda,308000,3,singes,1,4.5,0,0,0,0,0,4.5,0,0,0,9,0,0,0,0,0,9,0,0,0,4.5,0,0,0,0,0,4.5,0,0,0
476,45,6_10,10,6,protestant,secondaire,0,36,0.566,55,effectuee&declaree,6,0.5,0.45,fusil,fusil,,,1,individuelle,jour,village,le_fusil_:la_crosse_est_pour_lui;_le_tuyau_est_pour_le_mari_de_sa_tante.lorsqu'il_tue_un_sanglier__il_lui_donne__la_cuisse;_vice_versa.,5000,0,singes,1,15,0,0,0,0,0,15,0,0,0,30,0,0,0,0,0,30,0,0,0,33.33333333,0,0,0,0,0,33.33333333,0,0,0
477,66,6_10,10,6,protestant,secondaire,0,36,0.566,55,effectueeNONdeclaree,8,1,3,arc&fleches,arc&fleches,bosiki_bonsele,,7,collective,nuit,autres,,0,5,petitsongules_ongulesmoyens,1,64,0,14,50,0,0,0,0,0,0,64,0,14,50,0,0,0,0,0,0,21.33333333,0,4.666666667,16.66666667,0,0,0,0,0,0
478,264,6_10,10,6,protestant,secondaire,0,36,0.566,55,effectuee&declaree,10,0.5,1.3,pieges,pieges,,mapasa,30,individuelle,jour,autres,,0,0,oiseaux,1,0.5,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,1,0,0.384615385,0,0,0,0,0,0,0,0.384615385,0
479,79,6_10,10,6,protestant,secondaire,0,36,0.566,55,effectuee&declaree,8,0.5,1.3,chiens,chiens,,,5,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,46,6_11,11,6,autre,primaire,0,20,0.354,40,effectuee&declaree,6,0.5,2,chiens,arc&fleches_chiens,makula,,1,collective,jour,campement_temporaire,,0,3,ongulesmoyens,1,43,0,0,0,43,0,0,0,0,0,86,0,0,0,86,0,0,0,0,0,21.5,0,0,0,21.5,0,0,0,0,0
481,67,6_11,11,6,autre,primaire,0,20,0.354,40,effectuee&declaree,8,0.5,3,pieges,pieges,,cable,80,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,168,6_11,11,6,autre,primaire,0,20,0.354,40,effectuee&declaree,9,0.5,2,pieges,pieges,,nylon,6,individuelle,jour,village,nganda,10000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,59,6_12,12,6,autre,secondaire,0,10,0.354,20,effectuee&declaree,8,0.5,2.3,pieges,pieges,,cable,35,individuelle,les_deux,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,218,6_12,12,6,autre,secondaire,0,10,0.354,20,effectuee&declaree,10,0.5,0.5,pieges,pieges,,mapasa,8,individuelle,jour,village,nganda,1000,1,autres,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
